------------------------------------------------
gPROMS Parameter Estimation
------------------------------------------------


Estimation Name                   :  my_model
Final Optimisation Status         :  Optimal Solution Found
Objective function                :  -9400.61
    Constant term                 :  3528.72
    Variance term                 :  -14849.3
    Least squares term            :  1919.92

Statistical Analysis:
=====================

Estimated Parameters:
---------------------
                                Final         Lower      Upper   95% Conf.  95%       Standard
Parameter                       Value         Bound      Bound   Interval   t-value   Deviation
------------
Flowsheet.my_model.pos(344)     0.60038       0          6.5     0.98       0.62      0.5
Flowsheet.my_model.pos(345)     0             0[*]       6.5   
Flowsheet.my_model.pos(346)     1.14285       0          6.5     0.62       1.8       0.32
Flowsheet.my_model.pos(347)     0             0[*]       6.5   
Flowsheet.my_model.pos(348)     0.73581       0          6.5     0.86       0.86      0.44
Flowsheet.my_model.pos(349)     0             0[*]       6.5   
Flowsheet.my_model.pos(350)     0             0[*]       6.5   
Flowsheet.my_model.pos(351)     3.16822       0          6.5     0.2        16        0.1
Flowsheet.my_model.pos(352)     0             0[*]       6.5   
Flowsheet.my_model.pos(353)     0             0[*]       6.5   
Flowsheet.my_model.pos(354)     0             0[*]       6.5   
Flowsheet.my_model.pos(355)     0             0[*]       6.5   
Flowsheet.my_model.pos(356)     0.647105      0          6.5     0.92       0.7       0.47
Flowsheet.my_model.pos(357)     2.41552       0          6.5     0.26       9.2       0.13
Flowsheet.my_model.pos(358)     0             0[*]       6.5   
Flowsheet.my_model.pos(359)     0             0[*]       6.5   
Flowsheet.my_model.pos(360)     0             0[*]       6.5   
Flowsheet.my_model.pos(361)     1.90059       0          6.5     0.38       5         0.2
Flowsheet.my_model.pos(362)     2.2012        0          6.5     0.32       6.9       0.16
Flowsheet.my_model.pos(363)     2.43373       0          6.5     0.29       8.4       0.15
Flowsheet.my_model.pos(364)     2.54167       0          6.5     0.28       9         0.14
Flowsheet.my_model.pos(365)     2.32191       0          6.5     0.31       7.5       0.16
Flowsheet.my_model.pos(366)     2.23411       0          6.5     0.32       6.9       0.16
Flowsheet.my_model.pos(367)     2.01906       0          6.5     0.36       5.6       0.18
Flowsheet.my_model.pos(368)     2.09265       0          6.5     0.34       6.1       0.17
Flowsheet.my_model.pos(369)     1.8599        0          6.5     0.39       4.8       0.2
Flowsheet.my_model.pos(370)     1.7045        0          6.5     0.43       4         0.22
Flowsheet.my_model.pos(371)     1.82771       0          6.5     0.39       4.6       0.2
Flowsheet.my_model.pos(372)     1.93629       0          6.5     0.37       5.2       0.19
Flowsheet.my_model.pos(373)     1.86877       0          6.5     0.39       4.8       0.2
Flowsheet.my_model.pos(374)     2.13478       0          6.5     0.34       6.4       0.17
Flowsheet.my_model.pos(375)     2.22187       0          6.5     0.33       6.7       0.17
Flowsheet.my_model.pos(376)     1.98697       0          6.5     0.37       5.4       0.19
Flowsheet.my_model.pos(377)     2.29443       0          6.5     0.31       7.5       0.16
Flowsheet.my_model.pos(378)     2.30576       0          6.5     0.3        7.7       0.15
Flowsheet.my_model.pos(379)     1.69326       0          6.5     0.44       3.9       0.22
Flowsheet.my_model.pos(380)     2.29254       0          6.5     0.31       7.5       0.16
Flowsheet.my_model.pos(381)     2.09793       0          6.5     0.35       6.1       0.18
Flowsheet.my_model.pos(382)     1.64288       0          6.5     0.44       3.7       0.23
Flowsheet.my_model.pos(383)     1.39971       0          6.5     0.52       2.7       0.26
Flowsheet.my_model.pos(384)     1.54888       0          6.5     0.47       3.3       0.24
                              
Sensor Group 1: CONSTANT_VARIANCE            
  omega                         0.0209212     1E-008     1       0.00066    32        0.00034
                              
Variance-covariance matrix of estimated parameters:
---------------------------------------------------
 5.714E-002
 1.809E-003  8.556E-002
 3.586E-004  1.533E-003  6.122E-002
 7.582E-005  3.677E-004  1.540E-003  3.046E-002
 1.370E-005  6.779E-005  3.174E-004  1.486E-003  4.926E-002
 2.566E-006  1.351E-005  6.517E-005  3.080E-004  1.472E-003  3.983E-002
 3.778E-007  2.462E-006  1.260E-005  6.336E-005  3.130E-004  1.441E-003  4.112E-002
 8.513E-008  4.591E-007  2.407E-006  1.243E-005  6.431E-005  3.068E-004  1.432E-003  3.467E-002
 1.738E-008  8.454E-008  4.588E-007  2.479E-006  1.310E-005  6.509E-005  3.167E-004  1.450E-003  3.318E-002
 7.747E-009  1.782E-008  9.594E-008  5.271E-007  2.855E-006  1.430E-005  7.164E-005  3.333E-004  1.545E-003  2.252E-002
 5.462E-010  2.487E-009  1.486E-008  9.138E-008  4.770E-007  2.580E-006  1.348E-005  6.788E-005  3.352E-004  1.604E-003  3.748E-002
 4.189E-010  4.458E-010  2.684E-009  1.811E-008  9.426E-008  5.136E-007  2.721E-006  1.397E-005  7.088E-005  3.456E-004  1.569E-003  3.002E-002
-2.871E-010  1.280E-010  7.944E-010  3.619E-009  1.855E-008  1.031E-007  5.523E-007  2.901E-006  1.510E-005  7.619E-005  3.572E-004  1.601E-003  2.755E-002
-2.984E-011  1.893E-011  1.229E-010  6.667E-010  3.363E-009  1.913E-008  1.036E-007  5.581E-007  2.973E-006  1.562E-005  7.435E-005  3.470E-004  1.586E-003  2.569E-002
-3.425E-010  4.435E-011  2.746E-010  1.136E-010  5.281E-010  3.370E-009  1.862E-008  1.033E-007  5.679E-007  3.173E-006  1.499E-005  7.391E-005  3.541E-004  1.543E-003  2.939E-002
-9.530E-010  1.180E-010  7.240E-010  1.887E-011  2.745E-012  6.501E-010  3.643E-009  1.792E-008  1.020E-007  6.060E-007  2.828E-006  1.470E-005  7.376E-005  3.354E-004  1.513E-003  3.288E-002
-1.070E-009  1.323E-010  8.109E-010  4.529E-012 -7.686E-011  2.218E-010  1.212E-009  3.261E-009  1.902E-008  1.176E-007  5.439E-007  2.921E-006  1.511E-005  7.108E-005  3.318E-004  1.484E-003  3.218E-002
-2.691E-009  3.327E-010  2.039E-009  4.735E-012 -2.243E-010  3.452E-010  1.809E-009  6.124E-010  3.718E-009  2.385E-008  1.095E-007  6.015E-007  3.175E-006  1.529E-005  7.344E-005  3.403E-004  1.564E-003  2.982E-002
-2.355E-009  2.912E-010  1.785E-009  3.769E-012 -1.980E-010  2.899E-010  1.511E-009  8.118E-011  5.826E-010  4.165E-009  1.898E-008  1.096E-007  5.990E-007  2.980E-006  1.467E-005  7.005E-005  3.367E-004  1.598E-003  3.274E-002
-4.759E-009  5.883E-010  3.606E-009  7.515E-012 -4.005E-010  5.817E-010  3.026E-009 -1.877E-011  3.259E-011  5.967E-010  3.336E-009  2.013E-008  1.132E-007  5.767E-007  2.889E-006  1.413E-005  7.056E-005  3.499E-004  1.551E-003  3.325E-002
 2.388E-007 -2.952E-008 -1.809E-007 -3.770E-010  2.010E-008 -2.918E-008 -1.518E-007  1.708E-009  3.528E-009  8.432E-009  5.609E-010  3.524E-009  1.733E-008  9.776E-008  5.067E-007  2.563E-006  1.362E-005  7.290E-005  3.351E-004  1.534E-003  5.054E-002
-3.614E-009  4.467E-010  2.738E-009  5.703E-012 -3.041E-010  4.415E-010  2.296E-009 -2.623E-011 -5.416E-011 -1.192E-010  1.695E-011  3.187E-010  2.625E-009  1.651E-008  9.127E-008  4.864E-007  2.814E-006  1.656E-005  7.929E-005  3.818E-004  1.520E-003  9.634E-002
 1.547E-007 -1.912E-008 -1.172E-007 -2.442E-010  1.302E-008 -1.890E-008 -9.831E-008  1.106E-009  2.279E-009  5.397E-009  9.027E-011  4.169E-010 -4.862E-011  2.672E-009  1.607E-008  9.316E-008  5.987E-007  3.864E-006  1.943E-005  9.914E-005  3.875E-004  1.444E-003  1.746E-001
-1.635E-008  2.021E-009  1.239E-008  2.580E-011 -1.376E-009  1.997E-009  1.039E-008 -1.169E-010 -2.410E-010 -5.707E-010 -1.238E-011 -4.226E-011  8.423E-011  4.030E-010  2.515E-009  1.449E-008  9.349E-008  6.168E-007  3.235E-006  1.751E-005  7.617E-005  3.367E-004  1.593E-003  1.177E-001
 3.758E-003  1.067E-003  3.480E-004  1.274E-004  1.902E-005  4.181E-006  8.623E-007  1.267E-007  1.747E-008 -4.696E-009  1.477E-010 -6.637E-010  6.718E-010  7.094E-011  7.513E-010  2.090E-009  2.346E-009  5.901E-009  5.165E-009  1.044E-008 -5.237E-007  7.924E-009 -3.392E-007  3.584E-008  6.069E-001
 1.014E-003  2.654E-003  8.446E-004  1.865E-004  5.378E-005  1.139E-005  2.449E-006  4.938E-007  1.028E-007  2.261E-008  4.120E-009  8.173E-010  2.062E-010  3.605E-011  4.091E-011  9.927E-011  1.107E-010  2.780E-010  2.433E-010  4.916E-010 -2.467E-008  3.733E-010 -1.598E-008  1.689E-009  7.980E-003  8.282E-003
 1.546E-004  4.874E-004  1.332E-003  5.515E-004  1.406E-004  3.429E-005  7.254E-006  1.512E-006  3.039E-007  6.961E-008  1.026E-008  2.082E-009  3.891E-010  6.704E-011 -2.399E-012 -3.172E-011 -3.655E-011 -9.206E-011 -8.058E-011 -1.628E-010  8.168E-009 -1.236E-010  5.291E-009 -5.591E-010  4.324E-004  2.141E-003  7.913E-002
 3.450E-005  1.353E-004  4.796E-004  1.334E-003  4.861E-004  1.348E-004  3.186E-005  7.016E-006  1.489E-006  3.417E-007  5.627E-008  1.129E-008  2.540E-009  4.393E-010  3.273E-010  7.400E-010  8.226E-010  2.067E-009  1.809E-009  3.655E-009 -1.834E-007  2.775E-009 -1.188E-007  1.255E-008  1.097E-004  3.682E-004  1.143E-003  5.518E-002
 8.233E-006  3.737E-005  1.410E-004  4.586E-004  1.310E-003  4.721E-004  1.315E-004  3.130E-005  7.174E-006  1.677E-006  3.192E-007  6.678E-008  1.398E-008  2.674E-009  4.722E-010  8.655E-011  2.685E-011  3.888E-011  3.239E-011  6.501E-011 -3.261E-009  4.935E-011 -2.113E-009  2.232E-010  3.246E-005  5.953E-005  2.537E-004  1.139E-003  2.730E-002
 1.525E-006  7.391E-006  3.232E-005  1.308E-004  4.831E-004  1.266E-003  4.708E-004  1.296E-004  3.221E-005  7.947E-006  1.541E-006  3.276E-007  6.911E-008  1.327E-008  2.354E-009  4.354E-010  1.371E-010  2.006E-010  1.673E-010  3.358E-010 -1.685E-008  2.549E-010 -1.091E-008  1.153E-009  4.747E-006  1.298E-005  4.700E-005  2.225E-004  1.063E-003  3.675E-002
 4.272E-007  1.282E-006  6.479E-006  3.267E-005  1.323E-004  4.818E-004  1.286E-003  4.831E-004  1.386E-004  3.786E-005  7.450E-006  1.639E-006  3.487E-007  6.691E-008  1.115E-008  5.344E-010 -1.119E-009 -3.503E-009 -3.105E-009 -6.282E-009  3.153E-007 -4.771E-009  2.042E-007 -2.158E-008  1.573E-007  2.753E-006  8.199E-006  4.219E-005  2.255E-004  1.100E-003  5.359E-002
 1.689E-007  2.088E-007  1.696E-006  1.344E-005  5.090E-005  2.348E-004  8.177E-004  2.259E-003  9.304E-004  3.313E-004  6.219E-005  1.509E-005  3.261E-006  6.013E-007  9.035E-008  9.736E-009  1.284E-010 -2.545E-009 -2.341E-009 -4.652E-009  2.325E-007 -3.521E-009  1.506E-007 -1.591E-008 -4.044E-007  1.079E-006  1.748E-006  1.186E-005  8.658E-005  3.843E-004  1.567E-003  2.582E-001
 1.391E-007  2.858E-008  1.570E-007  1.472E-006  6.846E-006  3.198E-005  1.339E-004  4.913E-004  1.360E-003  5.676E-004  1.462E-004  3.691E-005  8.720E-006  1.814E-006  3.456E-007  5.903E-008  9.795E-009 -7.127E-010 -2.151E-009 -4.907E-009  2.483E-007 -3.760E-009  1.608E-007 -1.699E-008 -2.759E-007  8.503E-008  2.706E-007  1.382E-006  8.555E-006  4.312E-005  2.181E-004  1.641E-003  5.148E-002
 4.421E-009  1.103E-008  5.983E-008  3.309E-007  1.643E-006  7.784E-006  3.522E-005  1.429E-004  5.185E-004  1.378E-003  5.364E-004  1.513E-004  3.942E-005  8.987E-006  1.937E-006  3.831E-007  7.671E-008  1.598E-008  2.777E-009  4.139E-010  4.363E-009 -6.584E-011  2.788E-009 -2.954E-010 -1.451E-009  2.051E-008  6.208E-008  3.272E-007  1.745E-006  9.029E-006  4.870E-005  4.878E-004  1.240E-003  2.618E-002
-7.763E-008  1.108E-008  6.824E-008  5.967E-008  2.809E-007  1.533E-006  7.499E-006  3.485E-005  1.499E-004  5.810E-004  1.422E-003  5.512E-004  1.645E-004  3.993E-005  8.704E-006  1.706E-006  3.393E-007  7.150E-008  1.322E-008  4.943E-009 -1.481E-007  2.218E-009 -9.608E-008  1.015E-008  1.709E-007  1.167E-008  5.727E-009  1.101E-007  3.192E-007  1.643E-006  8.446E-006  7.272E-005  2.377E-004  1.271E-003  4.909E-002
 3.056E-009 -1.957E-010 -8.800E-010  1.101E-008  5.217E-008  3.025E-007  1.575E-006  8.201E-006  3.947E-005  1.860E-004  5.830E-004  1.616E-003  6.544E-004  1.826E-004  4.284E-005  8.761E-006  1.792E-006  3.757E-007  6.334E-008  1.058E-008  6.629E-009 -2.468E-010  3.617E-009 -4.128E-010 -6.702E-009  3.312E-010  1.223E-009  5.559E-009  5.906E-008  3.048E-007  1.567E-006  1.114E-005  4.827E-005  2.895E-004  1.292E-003  6.981E-002
-5.536E-009  8.009E-010  4.876E-009  3.933E-009  1.912E-008  1.014E-007  5.065E-007  2.390E-006  1.112E-005  4.660E-005  1.938E-004  6.338E-004  1.606E-003  6.112E-004  1.856E-004  4.731E-005  1.105E-005  2.572E-006  5.376E-007  1.103E-007  8.667E-009  3.392E-009 -6.344E-009  7.990E-010  1.221E-008  8.101E-010  4.112E-010  7.611E-009  1.917E-008  9.723E-008  5.126E-007  5.877E-006  1.410E-005  6.178E-005  3.407E-004  1.907E-003  1.132E-002
-6.586E-009  8.092E-010  4.991E-009  2.329E-010  3.578E-010  8.600E-009  5.168E-008  3.096E-007  1.789E-006  1.105E-005  4.114E-005  1.881E-004  7.089E-004  1.806E-003  6.642E-004  1.738E-004  4.189E-005  9.839E-006  1.826E-006  3.335E-007  2.324E-008 -1.005E-009 -1.026E-008  4.645E-010  1.443E-008  6.905E-010 -2.420E-010  5.091E-009  1.352E-009  7.139E-009  2.306E-008 -9.084E-009  1.469E-006  1.213E-005  5.089E-005  2.558E-004  2.158E-003  9.655E-002
-2.964E-009  3.689E-010  2.263E-009  1.210E-010  3.155E-010  3.532E-009  1.854E-008  8.702E-008  4.436E-007  2.209E-006  9.759E-006  4.116E-005  1.615E-004  5.228E-004  1.372E-003  5.293E-004  1.523E-004  4.031E-005  9.361E-006  2.064E-006  4.034E-007  8.338E-008  1.333E-008  3.052E-009  6.500E-009  3.129E-010 -8.815E-011  2.360E-009  6.066E-010  3.065E-009  1.086E-008  1.367E-007  4.421E-007  2.339E-006  1.205E-005  6.841E-005  2.613E-004  1.755E-003  1.392E-002
-2.437E-009  3.006E-010  1.844E-009  2.246E-012 -2.228E-010  3.665E-010  2.347E-009  8.230E-009  5.836E-008  4.521E-007  1.791E-006  1.026E-005  5.066E-005  2.055E-004  6.933E-004  1.691E-003  6.480E-004  1.976E-004  4.402E-005  9.236E-006  1.246E-006  7.133E-008 -3.003E-008 -4.908E-009  5.343E-009  2.514E-010 -8.630E-011  1.861E-009  3.142E-011  1.758E-010 -3.373E-009 -2.029E-008  2.645E-008  4.070E-007  1.628E-006  8.560E-006  9.894E-005  2.350E-004  1.871E-003  1.149E-001
 5.233E-008 -6.469E-009 -3.965E-008 -8.467E-011  4.391E-009 -6.419E-009 -3.327E-008  1.436E-009  1.076E-008  9.698E-008  3.733E-007  2.415E-006  1.316E-005  5.974E-005  2.331E-004  7.624E-004  2.028E-003  8.587E-004  2.245E-004  5.245E-005  7.722E-006  5.070E-007 -7.332E-008 -3.124E-008 -1.147E-007 -5.406E-009  1.789E-009 -4.019E-008 -7.232E-010 -3.731E-009  6.883E-008  4.417E-008  5.609E-008  7.837E-008  2.505E-007  1.498E-006  2.382E-005  4.636E-005  4.752E-004  1.158E-003  1.695E-001
-7.824E-009  9.672E-010  5.928E-009  1.319E-011 -6.545E-010  9.817E-010  5.118E-009  8.076E-010  4.701E-009  2.763E-008  1.236E-007  6.111E-007  2.881E-006  1.219E-005  5.138E-005  2.005E-004  6.896E-004  1.771E-003  7.063E-004  2.096E-004  5.750E-005  1.640E-005  4.468E-006  7.562E-007  1.716E-008  8.083E-010 -2.676E-010  6.008E-009  1.109E-010  5.726E-010 -1.023E-008 -7.079E-009 -4.387E-009  2.500E-008  1.229E-007  6.715E-007  3.585E-006  1.992E-005  6.198E-005  5.371E-004  3.216E-003  9.660E-003
 2.530E-008 -3.128E-009 -1.917E-008 -4.000E-011  2.129E-009 -3.092E-009 -1.608E-008  2.080E-010  6.297E-010  3.344E-009  9.950E-009  6.618E-008  3.815E-007  1.918E-006  8.911E-006  3.844E-005  1.635E-004  6.255E-004  1.561E-003  5.894E-004  1.456E-004  3.297E-005  7.452E-006  1.365E-006 -5.548E-008 -2.614E-009  8.655E-010 -1.943E-008 -3.458E-010 -1.786E-009  3.340E-008  2.446E-008  2.633E-008  2.300E-009 -9.005E-009  3.811E-008  5.790E-007  1.428E-006  1.286E-005  4.673E-005  2.775E-004  2.054E-003  6.558E-002
